0,0
1,1
2,1
3,1
4,1
5,1
6,0
7,1
8,1
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,1
17,1
18,0
19,1
20,0
21,0
22,1
23,1
24,1
25,0
26,0
27,1
28,0
29,1
30,0
31,1
32,1
33,0
34,0
35,1
36,1
37,0
38,0
39,0
40,1
41,0
42,1
43,1
44,0
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,0
54,0
55,1
56,0
57,1
58,0
59,1
60,1
61,1
62,0
63,1
64,1
65,0
66,0
67,1
68,0
69,1
70,0
71,1
72,0
73,0
74,1
75,1
76,1
77,1
78,1
79,0
80,0
81,1
82,1
83,0
84,1
85,0
86,1
87,0
88,0
89,0
90,1
91,1
92,0
93,1
94,1
95,0
96,0
97,1
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,1
107,0
108,1
109,0
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,1
127,0
128,0
129,0
130,1
131,0
132,0
133,0
134,0
135,0
136,0
137,1
138,0
139,0
140,0
141,1
142,0
143,0
144,1
145,1
146,0
147,1
148,0
149,1
150,0
151,1
152,1
153,1
154,1
155,1
156,1
157,0
158,1
159,0
160,1
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,1
170,1
171,1
172,0
173,0
174,1
175,0
176,0
177,1
178,0
179,0
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,0
188,0
189,1
190,0
191,0
192,1
193,0
194,1
195,0
196,1
197,0
198,0
199,1
200,1
201,1
202,0
203,1
204,1
205,1
206,0
207,0
208,0
209,0
210,1
211,1
212,1
213,0
214,0
215,0
216,0
217,0
218,1
219,0
220,1
221,0
222,1
223,0
224,0
225,1
226,0
227,0
228,1
229,1
230,1
231,0
232,0
233,1
234,0
235,1
236,0
237,0
238,1
239,1
240,0
241,0
242,0
243,0
244,1
245,0
246,0
247,0
248,1
249,1
250,1
251,1
252,0
253,1
254,0
255,0
256,1
257,0
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,1
266,0
267,1
268,1
269,1
270,0
271,0
272,1
273,1
274,0
275,1
276,1
277,0
278,0
279,1
280,1
281,1
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,0
290,1
291,0
292,0
293,1
294,1
295,1
296,1
297,1
298,1
299,1
300,1
301,1
302,1
303,0
304,0
305,1
306,0
307,1
308,1
309,1
310,0
311,1
312,0
313,1
314,1
315,0
316,1
317,1
318,1
319,1
320,1
321,0
322,1
323,0
324,0
325,0
326,0
327,1
328,0
329,0
330,0
331,1
332,1
333,0
334,1
335,0
336,1
337,1
338,1
339,0
340,0
341,1
342,0
343,0
344,0
345,0
346,1
347,0
348,0
349,1
350,1
351,0
352,1
353,0
354,0
355,0
356,0
357,0
358,1
359,1
360,1
361,0
362,0
363,0
364,1
365,1
366,0
367,1
368,1
369,1
370,0
371,1
372,0
373,0
374,0
375,0
376,1
377,0
378,0
379,0
380,1
381,0
382,0
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,0
391,1
392,0
393,1
394,1
395,0
396,0
397,1
398,1
399,0
400,0
401,0
402,1
403,1
404,1
405,0
406,0
407,1
408,1
409,0
410,0
411,1
412,1
413,1
414,0
415,1
416,0
417,0
418,1
419,0
420,1
421,0
422,1
423,0
424,0
425,1
426,0
427,1
428,1
429,1
430,1
431,0
432,0
433,0
434,0
435,0
436,1
437,0
438,0
439,0
440,0
441,1
442,1
443,0
444,1
445,1
446,0
447,1
448,1
449,0
450,0
451,1
452,1
453,0
454,0
455,0
456,0
457,1
458,1
459,0
460,1
461,1
462,0
463,0
464,1
465,0
466,0
467,0
468,1
469,1
470,1
471,1
472,0
473,1
474,0
475,1
476,1
477,0
478,0
479,0
480,1
481,1
482,1
483,0
484,1
485,0
486,0
487,0
488,1
489,0
490,0
491,1
492,0
493,0
494,1
495,0
496,0
497,1
498,0
499,1
500,1
501,1
502,0
503,1
504,1
505,0
506,0
507,0
508,1
509,0
510,1
511,0
512,0
513,1
514,0
515,0
516,1
517,0
518,0
519,0
520,1
521,0
522,0
523,0
524,0
525,1
526,0
527,0
528,1
529,0
530,0
531,1
532,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,1
541,1
542,0
543,0
544,1
545,0
546,0
547,0
548,0
549,1
550,1
551,1
552,1
553,0
554,0
555,1
556,1
557,0
558,0
559,0
560,0
561,1
562,1
563,0
564,1
565,0
566,0
567,1
568,0
569,1
570,0
571,0
572,1
573,0
574,0
575,1
576,1
577,0
578,0
579,0
580,1
581,0
582,1
583,1
584,1
585,0
586,1
587,1
588,1
589,0
590,0
591,0
592,0
593,0
594,1
595,1
596,1
597,0
598,0
599,0
600,1
601,1
602,1
603,0
604,1
605,1
606,0
607,1
608,1
609,1
610,1
611,0
612,0
613,1
614,0
615,1
616,1
617,0
618,1
619,0
620,1
621,0
622,1
623,1
624,0
625,1
626,1
627,1
628,1
629,1
630,1
631,0
632,1
633,1
634,0
635,0
636,0
637,1
638,0
639,0
640,1
641,0
642,1
643,1
644,0
645,1
646,1
647,0
648,1
649,1
650,1
651,1
652,1
653,1
654,0
655,1
656,0
657,1
658,1
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,1
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,1
677,0
678,0
679,0
680,1
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,1
694,0
695,1
696,0
697,0
698,0
699,1
700,0
701,0
702,0
703,1
704,0
705,1
706,0
707,0
708,1
709,0
710,1
711,1
712,1
713,1
714,1
715,0
716,1
717,0
718,0
719,1
720,1
721,1
722,1
723,1
724,1
725,0
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,0
734,0
735,1
736,0
737,1
738,0
739,1
740,1
741,0
742,0
743,0
744,0
745,0
746,1
747,0
748,1
749,0
750,1
751,0
752,0
753,1
754,0
755,0
756,1
757,0
758,0
759,1
760,1
761,1
762,0
763,0
764,0
765,0
766,1
767,0
768,0
769,0
770,1
771,1
772,0
773,1
774,1
775,0
776,1
777,0
778,1
779,0
780,0
781,1
782,1
783,0
784,1
785,0
786,0
787,0
788,1
789,1
790,1
791,1
792,1
793,1
794,0
795,0
796,1
797,1
798,1
799,1
800,0
801,1
802,1
803,0
804,0
805,1
806,0
807,0
808,1
809,1
810,1
811,1
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,1
820,0
821,0
822,1
823,1
824,0
825,0
826,1
827,0
828,0
829,0
830,0
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,0
839,0
840,0
841,1
842,0
843,0
844,1
845,0
846,1
847,0
848,1
849,1
850,0
851,0
852,1
853,0
854,1
855,0
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,0
864,1
865,1
866,1
867,0
868,1
869,1
870,0
871,0
872,0
873,0
874,1
875,1
876,1
877,0
878,0
879,1
880,1
881,0
882,0
883,0
884,0
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,1
896,0
897,1
898,1
899,0
900,1
901,0
902,0
903,0
904,0
905,1
906,1
907,1
908,0
909,1
910,1
911,1
912,1
913,1
914,0
915,1
916,1
917,1
918,0
919,0
920,1
921,1
922,0
923,0
924,0
925,1
926,0
927,1
928,0
929,0
930,1
931,0
932,0
933,1
934,1
935,1
936,0
937,1
938,1
939,1
940,0
941,1
942,0
943,0
944,0
945,1
946,0
947,1
948,1
949,1
950,0
951,0
952,1
953,1
954,0
955,1
956,0
957,0
958,0
959,0
960,1
961,1
962,0
963,0
964,0
965,1
966,1
967,0
968,0
969,0
970,1
971,0
972,0
973,0
974,1
975,1
976,1
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,1
988,1
989,0
990,0
991,0
992,1
993,1
994,1
995,1
996,1
997,0
998,0
999,0
1000,1
1001,1
1002,0
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,0
1010,1
1011,0
1012,1
1013,1
1014,0
1015,1
1016,1
1017,0
1018,0
1019,0
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,0
1028,0
1029,0
1030,0
1031,1
1032,1
1033,1
1034,0
1035,0
1036,0
1037,1
1038,1
1039,0
1040,1
1041,0
1042,1
1043,1
1044,0
1045,1
1046,1
1047,1
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,0
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,0
